HS Code,Product Name,Technical Regulation,Certificates,Additional,Scraped_From,requirements_codes
761510200002,صواني من رقائق الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900001,هاون من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900002,دلة قهوة من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900003,قوالب كيك  من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900004,كاس من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900005,براد شاي من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900006,قدور من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900007,طاسه من الألومونيوم,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
761510900009,شوايات ذات الاستخدام لمرة واحدة,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
761510909999,غيرها,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
761520000001,مغسله من الألومونيوم,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-056|COC-QM
761520000002,مصافي بلاليع من الألومنيوم,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
761520000003,كرسي حمام من الألومنيوم,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",- متطلب بطاقة ترشيد استهلاك المياه,PCoC|QM,REG-056|COC-QM|WEC
761520009999,غيرها,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",- متطلب بطاقة ترشيد استهلاك المياه,PCoC|QM,REG-056|QM-COC|WEC
761610000001,مسامير,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
761699700000,- - - سلالم نقالة,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
761699920000,- - - - أغطية فتحات تفتيش ألمونيوم,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-056|QM-COC
790310000000,- غبار زنك,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
790700500000,ـ ـ ـ مسامير (قلاووز) ومسامير التنجيد والصواميل (عزقات) والمسامير المللولبه (براغي),اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
790700700000,ـ ـ ـ أدوات صحية,اللائحة الفنية لمواد البناء - الجزء الرابع الطوب والبلاط والسيراميك والأدوات الصحية,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",- متطلب بطاقة ترشيد استهلاك المياه,PCoC|QM,REG-056|QM-COC|WEC
800300100000,ـ ـ ـ قضبان مجوفة,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
800300900000,ـ ـ ـ غيرها,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
800700300000,ـ ـ ـ الأدوات الـمنزلية والمطبخ وأدوات المائدة (أباريق وصواني وصحونالخ),اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
810194000004,تنجستين غير مشغول سبائك التي تحتوي على تنجستين بنسبة تفوق 90% من وزنها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810199000001,مصنوعات من تنجستين التي تحتوي على تنجستين بنسبة تفوق 90% من وزنها (لها أشكال ذات تناظر إسطواني مجوّف وقطر داخلي يتراوح بين 100مم و 300 مم وكتلة أكبر من 20 كجم),-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810199009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810294100000,- - - قضبان من موليبدنيوم غيرمشغول,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
810294200000,- - - عيدان من موليبدنيوم غير مشغول,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
810294900000,- - - موليبدنيوم أخر غير مشغول,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-054|QM-COC
810295000001,قضبان,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810295000002,عيدان,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810295000003,الواح,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810295000004,صفائح,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810295000005,اشرطة,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810295000006,أوراق,اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810295000007,أشكال خاصة (بروفيلات),اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
810419000001,مغنسيوم يحتوي على أقل من 200 جزء في المليون من وزنه من الشوائب المعدنية بخلاف الكالسيوم ويحتوي على أقل من 10 أجزاء في المليون من وزنه من البورون,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810419009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810490900001,مصنوعات أخر من المغنسيوم تحتوي على أقل من 200 جزء في المليون من وزنه من الشوائب المعدنية بخلاف الكالسيوم ويحتوي على أقل من 10 أجزاء في المليون من وزنه من البورون,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810490909999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810890000001,أنابيب وأشكال صلبة أسطوانية مصنوعة من سبائك التيتانيوم (لها مقاومة شد مقدارها 900 ميجا بسكال أو أكثر في درجة حرارة 20 درجة مئوية بقطر خارجي يتجاوز 75مم),-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810890009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810921000001,سبائك يزيد وزن الزركونيوم فيها عن50% وتحتوي على اقل من جزء واحد من الهافنيوم إلى 500 جزء من الزيركونيوم وزناً.,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810921009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810991000001,مصنوعات من زركونيوم يزيد وزن الزركونيوم فيها عن50% وتحتوي على اقل من جزء واحد من الهافنيوم إلى 500 جزء من الزيركونيوم وزناً.,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810991009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
810999009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
811241000001,سبائك تحتوي على الرينيوم أو الرينيوم والتنجستن بنسبة تفوق 90% وزناً ولها كتلة أكبر من 20 كجم,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
811241009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
811249000001,مصنوعات الرينيوم لها أشكال ذات تناظر إسطواني مجوّف وقطر داخلي يتراوح بين 100مم و 300 مم ولها كتلة أكبر من 20 كجم,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
811249009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
820551000001,مفتاح علب معدني,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000002,فتاحات القناني,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000004,خافقات البيض أو القشدة,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000007,كسارة البندق,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000011,مسنات السكاكين,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000012,شاطرات الفطائر,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000017,قاطعات الخضر الى شرائح,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551000018,مشرحات البيض,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
820551009999,غيرها,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
820719000000,"""ـ ـ غيرها، بما فيها الأجزاء""",اللائحة الفنية لسلامة الآلات - الجزء الأول: الآلات المحمولة و/أو الموجهة باليد,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-019|QM-COC
820830000000,ـ لأجهزة المطابخ أو للآلات المستعملة في صناعة الأغذية,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
821000000000,"""أجهزة آلية تدار باليد، تزن 10 كلج أو أقل، للاستعمال في تحضير أو تهيئة أو تقديم الأطعمة أو المشروبات""",اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
821110000000,"""ـ مجموعات """"أطقم"""" من أصناف منوعة""",اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821191200000,- - - بمقابض من عاج,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821191300000,- - - بمقابض من  صدف أو كهرمان أو ما شابة ذلك أو مطلية أو مزينة بمعادن ثمينة,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821191900000,ـ ـ ـ غيرها,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821192000000,ـ ـ سكاكين أُخر ذات نصال ثابتة,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821490100000,ـ ـ ـ سواطير وسكاكين الجزارين أو المطبخ,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
821490900000,ـ ـ ـ غيرها,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
821510000000,ـ مجموعات من أصناف منوعة محتوية على صنف واحد على الأقل مطلي بمعدن ثمين,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821520000000,ـ مجموعات أُخر من أصناف منوعة,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
821591000000,ـ ـ مطلية بمعادن ثمينة,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
821599000000,ـ ـ غيرها,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
830110000000,ـ أقفال,اللائحة الفنية للابواب والنوافذ وملحقاتها,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-025|COC-QM
830120000000,ـ مغاليق مما يستعمل للمركبات,اللائحة الفنية لقطع غيارالسيارات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-023|COC-QM
830230000000,ـ تركيبات و لوازم وأصناف أُخر مماثلة مما يستعمل للسيارات,اللائحة الفنية لقطع غيارالسيارات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-023|COC-QM
830241110000,- - - - مقابض للأبواب مقاومة للحريق,اللائحة الفنية للابواب والنوافذ وملحقاتها,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-025|QM-COC
830241190000,- - - - غيرها من مقابض للأبواب,اللائحة الفنية للابواب والنوافذ وملحقاتها,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-025|QM-COC
830260100000,- - - غالقات ذاتية للأبواب مقاومة للحريق,اللائحة الفنية للابواب والنوافذ وملحقاتها,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-025|QM-COC
830260900000,- - - غيرها من غالقات ذاتية للأبواب,اللائحة الفنية للابواب والنوافذ وملحقاتها,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-025|QM-COC
830300000001,خزائن(صناديق مأمونة),اللائحة الفنية للتغليف,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG_PACKAGING|QM-COC
830300000006,صناديق مأمونة للنقود,اللائحة الفنية للتغليف,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG_PACKAGING|QM-COC
830610000001,اهلة مساجد معدنية,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
830610009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
830629000001,ميداليات واوسمة معدنية مطلية غير مطبوعة,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
830629009999,غيرها,-,- اقرار ذاتي,,NonReg,REG-003|SELF_DEC
830710000000,ـ من حديد أو صلب,اللائحة الفنية لمواد البناء- الجزء الخامس الأنابيب المستخدمة في شبكات تمديدات المياه والكهرباء والغاز,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-055|COC-QM
830790000000,ـ من معادن عادية أُخر,اللائحة الفنية لمواد البناء- الجزء الخامس الأنابيب المستخدمة في شبكات تمديدات المياه والكهرباء والغاز,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-055|COC-QM
830910000000,ـ سدادات ذات حواف (أغطية تاجية),اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
830990300000,ـ ـ ـ أغطية ملولبة للبراميل,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة علامة الجودة (QM)
أو شهادة مطابقة منتج (COC)",,PCoC|QM,REG-060|QM-COC
830990400003,سدادات القطارة لقناني المشروبات والزيوت والأدوية,اللائحة الفنية للسلامة الغذائية في الأدوات والأجهزة المستخدمة في المطبخ,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-060|COC-QM
831110000000,"""ـ أقطاب لحام كهربائي مكسوة، للحام القوسي الكهربائي، من معادن عادية""",اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
831120000000,"""ـ أسلاك محشوة للّحام الكهربائي القوسي، من معادن عادية""",اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
831130000000,"""ـ عيدان مطلية وأسلاك محشوة للحام باللّهب، من معادن عادية""",اللائحة الفنية لمواد البناء - الجزء الأول قطاعات المعادن وسبائكها للمباني والإنشاءات,"شهادة مطابقة منتج (COC)
أو شهادة علامة الجودة (QM)",,PCoC|QM,REG-054|COC-QM
